,SampleName,SpeciesID,SpecimenID,taxon,country,Elevation,Latitude,Longitude,class.dim2.n0,probass.dim2.n0.g1,probass.dim2.n0.g2,probass.dim2.n0.g3,probass.dim2.n0.g4,probass.dim2.n0.g5,probass.dim2.n0.g6,NMDS1.dim2.n0,NMDS2.dim2.n0,class.dim3.n0,probass.dim3.n0.g1,probass.dim3.n0.g2,probass.dim3.n0.g3,probass.dim3.n0.g4,probass.dim3.n0.g5,probass.dim3.n0.g6,probass.dim3.n0.g7,probass.dim3.n0.g8,probass.dim3.n0.g9,NMDS1.dim3.n0,NMDS2.dim3.n0,NMDS3.dim3.n0,class.dim4.n0,probass.dim4.n0.g1,probass.dim4.n0.g2,probass.dim4.n0.g3,probass.dim4.n0.g4,probass.dim4.n0.g5,probass.dim4.n0.g6,probass.dim4.n0.g7,probass.dim4.n0.g8,probass.dim4.n0.g9,probass.dim4.n0.g10,NMDS1.dim4.n0,NMDS2.dim4.n0,NMDS3.dim4.n0,NMDS4.dim4.n0,class.dim5.n0,probass.dim5.n0.g1,probass.dim5.n0.g2,probass.dim5.n0.g3,probass.dim5.n0.g4,probass.dim5.n0.g5,probass.dim5.n0.g6,probass.dim5.n0.g7,probass.dim5.n0.g8,probass.dim5.n0.g9,NMDS1.dim5.n0,NMDS2.dim5.n0,NMDS3.dim5.n0,NMDS4.dim5.n0,NMDS5.dim5.n0,class.dim6.n0,probass.dim6.n0.g1,probass.dim6.n0.g2,probass.dim6.n0.g3,probass.dim6.n0.g4,probass.dim6.n0.g5,probass.dim6.n0.g6,probass.dim6.n0.g7,probass.dim6.n0.g8,probass.dim6.n0.g9,NMDS1.dim6.n0,NMDS2.dim6.n0,NMDS3.dim6.n0,NMDS4.dim6.n0,NMDS5.dim6.n0,NMDS6.dim6.n0,class.dim7.n0,probass.dim7.n0.g1,probass.dim7.n0.g2,probass.dim7.n0.g3,probass.dim7.n0.g4,probass.dim7.n0.g5,probass.dim7.n0.g6,probass.dim7.n0.g7,probass.dim7.n0.g8,probass.dim7.n0.g9,probass.dim7.n0.g10,NMDS1.dim7.n0,NMDS2.dim7.n0,NMDS3.dim7.n0,NMDS4.dim7.n0,NMDS5.dim7.n0,NMDS6.dim7.n0,NMDS7.dim7.n0,class.dim8.n0,probass.dim8.n0.g1,probass.dim8.n0.g2,probass.dim8.n0.g3,probass.dim8.n0.g4,probass.dim8.n0.g5,probass.dim8.n0.g6,probass.dim8.n0.g7,probass.dim8.n0.g8,probass.dim8.n0.g9,probass.dim8.n0.g10,NMDS1.dim8.n0,NMDS2.dim8.n0,NMDS3.dim8.n0,NMDS4.dim8.n0,NMDS5.dim8.n0,NMDS6.dim8.n0,NMDS7.dim8.n0,NMDS8.dim8.n0
11,FZ439_E_rubra_Plate1,FZ439_E_rubra,FZ439,rubra,Chile,1165,-38.5777778,-71.6227778,1,0.999978164,1.86E-05,1.78E-107,3.18E-06,2.88E-08,2.27E-31,0.104963086,0.02760306,1,0.999999995,1.14E-101,4.21E-27,1.57E-24,4.76E-09,6.66E-14,3.00E-62,1.58E-89,3.45E-44,-0.049880718,-0.000697603,-0.050592247,4,1.95E-118,0.009702884,6.73E-30,0.990297116,2.44E-27,5.71E-16,6.03E-145,4.03E-30,1.33E-46,0,-0.025360243,0.011217026,0.025435886,0.013985059,1,0.999999893,1.31E-122,1.12E-28,1.64E-27,1.07E-07,3.63E-150,3.51E-43,2.29E-46,0,-0.056781523,-0.026184323,-0.029379194,0.051825947,0.00217478,2,6.59E-163,0.999813654,0.000186346,4.94E-46,2.62E-43,1.35E-246,4.98E-65,1.39E-60,0,0.025799305,-0.004195444,0.041525401,-0.001873218,0.013351444,0.004450542,1,1,2.37E-150,3.91E-59,1.08E-13,9.57E-242,7.32E-121,1.43E-68,3.16E-61,0,0,-0.024743767,0.001981174,-0.04476108,-0.003946576,0.006294156,-0.002048648,0.009265482,1,1,7.34E-147,5.88E-53,3.50E-12,2.65E-243,2.95E-227,8.87E-55,1.12E-65,0,1.57E-163,-0.03427488,0.010033548,-0.058213907,0.012240233,-0.024719275,-0.002471652,-0.000967387,0.017169229
12,FZ440_E_rubra_Plate5,FZ440_E_rubra,FZ440,rubra,Chile,1166,-38.57777778,-71.62305556,1,0.974067908,0.025929891,1.71E-111,2.20E-06,3.40E-15,7.77E-124,0.11023963,-0.033791206,8,0.050352122,1.13E-122,1.99E-07,2.39E-37,0.000563875,6.70E-14,5.27E-141,0.949083803,2.02E-47,-0.059785334,-0.035301894,-0.00621215,2,2.96E-137,0.999999245,7.53E-07,2.12E-12,1.76E-30,2.32E-09,1.53E-246,4.26E-30,1.17E-39,1.47E-20,-0.034391835,0.016097938,-0.00625515,-0.00282063,1,0.999750231,6.86E-139,2.15E-06,2.28E-30,0.000247615,5.96E-237,2.38E-46,3.26E-41,8.78E-26,-0.066307778,0.016230682,-0.027161505,-0.00148129,-0.037120278,3,4.88E-189,0.004986173,0.995013824,2.18E-09,2.26E-48,0,4.96E-60,2.80E-60,6.23E-51,0.036250979,0.02278316,0.006822288,0.012868358,0.013166261,0.013253488,1,0.999915673,1.34E-159,3.71E-13,8.43E-05,0,2.16E-127,4.71E-65,3.12E-50,4.72E-64,0,-0.034288042,-0.023876492,-0.011285511,0.012574259,0.019174655,0.009186409,0.004946415,1,0.999938098,1.49E-158,3.52E-12,6.19E-05,0,9.57E-255,6.77E-45,3.89E-61,1.22E-99,1.19E-160,-0.044105627,-0.019594038,-0.005657869,0.020209639,-0.032157164,0.000174179,-0.033688003,-0.014776536
13,FZ441_E_rubra_Plate4,FZ441_E_rubra,FZ441,rubra,Chile,1130,-38.5777778,-71.6225,1,0.994094406,0.005888254,1.95E-89,1.73E-05,2.03E-12,1.14E-87,0.082009975,-0.016096349,1,0.998044062,6.54E-101,1.00E-11,4.89E-26,0.001955938,2.59E-11,4.27E-78,7.34E-28,4.50E-38,-0.049651443,-0.013975963,-0.005446285,2,2.39E-116,0.999995165,6.48E-10,4.79E-06,2.51E-21,4.60E-08,6.48E-130,3.24E-24,1.04E-36,2.28E-132,-0.028713782,0.005935614,0.000637017,0.002732831,1,0.999782671,5.68E-123,2.17E-10,1.27E-22,0.000217329,7.23E-134,1.20E-38,9.30E-39,2.80E-140,-0.060267721,0.000643444,-0.009991706,0.009669157,-0.019680977,2,1.99E-171,0.862206218,0.137793782,3.03E-16,5.17E-37,2.88E-252,3.19E-54,8.70E-54,6.01E-237,0.034811426,0.00978068,0.011276721,0.006688298,0.002568837,0.007914939,1,0.999992071,8.57E-149,2.01E-21,7.93E-06,4.31E-230,6.13E-101,2.94E-52,5.68E-49,2.30E-282,0,-0.034312489,-0.011323215,-0.014448144,0.009625174,-0.003253883,0.006326498,0.006503778,1,0.999995797,6.73E-149,3.88E-20,4.20E-06,4.15E-276,6.73E-218,1.77E-48,1.16E-54,0,2.46E-129,-0.047322583,-0.009914577,-0.015966029,0.018213032,-0.012617805,0.006243297,-0.011073912,0.019273383
14,FZ442_E_rubra_Plate4,FZ442_E_rubra,FZ442,rubra,Chile,1130,-38.5780556,-71.6225,1,0.892143655,0.107853236,9.34E-112,3.11E-06,1.48E-16,3.79E-148,0.109240982,-0.045780434,8,1.22E-05,1.28E-123,7.40E-08,1.92E-45,3.96E-07,4.08E-16,8.07E-180,0.999987319,1.33E-50,-0.054949359,-0.045723923,-0.008194651,10,2.14E-138,6.56E-06,3.01E-11,1.57E-18,5.72E-40,1.84E-13,0,9.04E-33,1.45E-45,0.999993442,-0.031781378,0.022030534,-0.008940854,0.000915992,9,5.27E-08,4.61E-139,7.88E-13,4.95E-39,2.82E-11,6.43E-272,2.80E-49,4.46E-50,0.999999947,-0.056296289,0.019851085,-0.030068013,0.007395874,-0.0511058,9,2.10E-187,5.48E-13,1.58E-09,1.59E-17,1.45E-59,0,4.23E-72,3.11E-63,0.999999998,0.032211216,0.024587893,0.006104289,0.007086182,0.026552142,0.008751463,9,8.86E-12,5.90E-164,4.77E-23,1.16E-14,0,1.67E-143,2.83E-72,3.30E-60,1,0,-0.030541205,-0.026581444,-0.010595234,0.012115706,0.019541397,-0.004757279,0.018290919,9,4.63E-12,3.64E-153,4.27E-23,3.44E-15,0,2.38E-278,1.85E-53,8.45E-69,1,2.78E-188,-0.030634636,-0.022398343,-0.00938192,0.024029691,-0.035267399,-0.004929209,-0.044647703,0.009322943
15,FZ443_E_rubra_Plate4,FZ443_E_rubra,FZ443,rubra,Chile,1130,-38.5777778,-71.6225,1,0.993921986,0.006058102,2.16E-88,1.99E-05,2.26E-12,1.09E-87,0.080553545,-0.01602813,1,0.998070682,2.94E-100,1.29E-11,4.10E-26,0.001929318,3.25E-11,1.15E-78,1.36E-27,6.91E-38,-0.049167293,-0.014190955,-0.005584488,2,8.92E-116,0.99999439,5.94E-10,5.57E-06,2.71E-21,3.74E-08,1.67E-129,3.59E-24,1.79E-36,2.43E-133,-0.028559478,0.005982392,0.00083213,0.002521444,1,0.999837592,2.19E-122,1.54E-10,1.22E-22,0.000162408,7.09E-133,8.78E-39,1.22E-38,1.53E-137,-0.059885793,-0.000293859,-0.011119724,0.009680229,-0.020097492,2,1.82E-170,0.880917116,0.119082884,1.78E-16,7.13E-37,8.13E-249,2.30E-54,1.84E-53,4.42E-233,0.034587097,0.009465552,0.011495547,0.006495904,0.003442512,0.007965798,1,0.999994252,1.60E-148,1.41E-21,5.75E-06,1.85E-228,7.56E-101,3.81E-53,1.10E-48,3.33E-274,0,-0.034323392,-0.011206447,-0.014699359,0.009280303,-0.001571606,0.007282074,0.00607449,1,0.999997077,2.47E-148,2.79E-20,2.92E-06,6.22E-272,3.48E-216,2.11E-48,1.93E-55,0,5.74E-129,-0.046939025,-0.009260389,-0.015777946,0.018770641,-0.014651718,0.005862957,-0.010693354,0.01902325
16,FZ444_E_rubra_Plate4,FZ444_E_rubra,FZ444,rubra,Chile,1130,-38.57805556,-71.62222222,1,0.891934806,0.108060476,5.14E-107,4.72E-06,2.91E-16,4.39E-144,0.103246334,-0.044716377,8,3.37E-05,2.05E-119,1.41E-07,2.39E-43,1.36E-06,2.34E-15,1.33E-168,0.999964834,1.78E-48,-0.053226167,-0.042678884,-0.00594622,10,6.70E-133,0.00012632,1.74E-09,8.92E-17,6.59E-37,1.29E-11,7.68E-289,4.23E-30,3.78E-43,0.999873678,-0.030676584,0.020014981,-0.009217384,0.001215609,9,1.18E-06,2.82E-134,3.62E-11,4.21E-36,1.03E-09,6.17E-254,5.30E-46,8.03E-48,0.99999882,-0.054631003,0.018872147,-0.026000748,0.007398081,-0.049552511,9,4.26E-180,9.44E-11,1.36E-07,1.89E-15,1.63E-55,0,1.44E-68,4.92E-59,0.999999864,0.031412221,0.022986736,0.005615113,0.006255176,0.025886723,0.006572263,9,5.70E-10,1.85E-158,6.21E-21,1.23E-12,0,2.48E-136,1.23E-68,8.20E-57,0.999999999,0,-0.030339829,-0.02508706,-0.009731522,0.011189109,0.017940001,-0.006175997,0.017439018,9,5.18E-11,1.74E-149,9.19E-22,5.35E-14,0,6.64E-266,1.40E-51,1.62E-65,1,2.38E-179,-0.030801199,-0.020634937,-0.008317048,0.022140947,-0.031663324,-0.006493392,-0.044449603,0.009742641
17,FZ445_E_rubra_Plate4,FZ445_E_rubra,FZ445,rubra,Chile,1130,-38.5780556,-71.6222223,1,0.881732457,0.118263743,1.05E-109,3.80E-06,1.60E-16,4.93E-148,0.106551146,-0.046130205,8,1.95E-05,6.24E-121,1.47E-07,4.07E-45,5.59E-07,1.33E-15,4.78E-179,0.999979788,1.26E-49,-0.053284409,-0.045585654,-0.008621124,10,2.72E-134,1.44E-05,7.20E-11,9.88E-18,1.61E-39,6.58E-13,6.17E-308,2.69E-31,1.58E-44,0.999985586,-0.030535647,0.022300059,-0.008748781,0.001541539,9,8.44E-08,4.88E-136,1.32E-12,9.60E-39,5.68E-11,4.14E-271,1.31E-47,1.94E-49,0.999999916,-0.054693151,0.020734381,-0.029522,0.008938976,-0.050104962,9,2.52E-183,1.55E-12,3.26E-09,3.30E-17,2.87E-59,0,1.99E-70,2.37E-61,0.999999997,0.031172334,0.024709263,0.006589857,0.006563767,0.025937058,0.009175916,9,2.17E-11,5.58E-162,1.19E-22,3.49E-14,0,8.53E-143,7.57E-71,8.96E-59,1,0,-0.030074938,-0.026579484,-0.010624003,0.011399204,0.018389123,-0.003554983,0.019004034,9,2.37E-12,2.02E-152,2.26E-23,2.54E-15,0,3.50E-278,1.28E-52,7.80E-68,1,2.15E-188,-0.030344804,-0.022730548,-0.009970969,0.021910371,-0.033575262,-0.005374957,-0.045904208,0.006533341
18,FZ446_E_rubra_Plate4,FZ446_E_rubra,FZ446,rubra,Chile,1140,-38.5777778,-71.6225,1,0.878328973,0.121666855,9.93E-109,4.17E-06,1.72E-16,1.00E-147,0.105284308,-0.046159233,8,1.72E-05,4.59E-121,1.03E-07,1.99E-44,6.51E-07,9.96E-16,3.44E-174,0.999982016,2.08E-49,-0.053732034,-0.044192719,-0.006927689,10,1.46E-134,1.49E-05,1.34E-10,7.72E-18,6.54E-39,1.43E-12,4.67E-302,4.21E-31,1.24E-44,0.999985105,-0.030654383,0.021367124,-0.009291578,0.001838164,9,1.14E-07,2.75E-136,3.32E-12,3.56E-38,1.07E-10,3.44E-267,2.96E-47,2.92E-49,0.999999885,-0.055077558,0.021073415,-0.027588072,0.008341897,-0.049698349,9,4.62E-184,2.16E-12,4.84E-09,8.10E-17,2.12E-58,0,2.44E-70,3.53E-61,0.999999995,0.031692654,0.024303202,0.005865936,0.006177505,0.025177413,0.00897818,9,6.53E-11,1.28E-161,1.17E-21,1.40E-13,0,5.37E-141,4.81E-71,8.12E-58,1,0,-0.030472512,-0.026408087,-0.009961873,0.010787455,0.019122449,-0.003369431,0.017195976,9,6.66E-12,9.11E-153,2.68E-22,8.08E-15,0,3.50E-274,3.94E-52,8.14E-68,1,1.43E-184,-0.031427695,-0.022371927,-0.008286775,0.021578911,-0.03380304,-0.005341392,-0.044264573,0.005796376
19,FZ447_E_rubra_Plate4,FZ447_E_rubra,FZ447,rubra,Chile,1150,-38.5780556,-71.6225,1,0.877269182,0.122728509,7.53E-116,2.31E-06,6.18E-17,1.91E-154,0.114178116,-0.047812209,8,1.51E-05,3.20E-128,8.40E-08,2.49E-46,5.22E-07,1.65E-16,3.33E-186,0.999984302,3.33E-52,-0.057621072,-0.047437996,-0.008835484,10,9.38E-140,0.000367493,1.36E-09,1.47E-17,3.60E-39,3.13E-12,0,3.16E-32,3.69E-44,0.999632506,-0.032641915,0.022994461,-0.009000039,-0.000242314,9,3.73E-05,1.12E-139,4.48E-10,8.90E-38,1.42E-08,4.30E-286,1.59E-48,2.65E-47,0.999962683,-0.059098159,0.022028163,-0.033779059,0.005253691,-0.049387095,9,5.69E-189,4.43E-10,1.47E-06,8.84E-15,6.57E-59,0,2.13E-70,6.02E-63,0.999998532,0.032812769,0.026283876,0.00735877,0.008683975,0.026643087,0.006766137,9,1.60E-08,3.67E-165,4.39E-20,1.59E-11,0,2.17E-145,2.56E-69,1.44E-59,0.999999984,0,-0.031223683,-0.028070782,-0.011512295,0.013698033,0.017264817,-0.006817026,0.018213928,9,3.98E-10,2.74E-154,4.83E-21,2.72E-13,0,3.04E-283,2.78E-53,3.80E-66,1,4.86E-191,-0.032100771,-0.023493031,-0.009915956,0.025537909,-0.031827616,-0.009141716,-0.046535326,0.008736095
20,FZ500_E_rubra_Plate4,FZ500_E_rubra,FZ500,rubra,Chile,528,-36.60027778,-71.46916667,2,0.000354497,0.999208662,7.89E-67,0.000436841,1.14E-24,0,0.023362932,-0.106018515,3,9.43E-12,5.12E-88,0.99920402,2.55E-49,0.000795976,4.36E-09,8.71E-271,9.62E-86,3.70E-31,-0.011638893,-0.055938462,0.039584099,3,9.97E-104,6.39E-06,0.999993407,1.21E-50,9.58E-35,2.07E-07,0,4.01E-20,3.13E-29,0,-0.009260214,0.009865306,-0.03662105,-0.007321662,3,9.58E-09,4.13E-109,0.999905821,1.63E-31,9.42E-05,0,1.72E-31,5.26E-36,0,-0.009007378,0.051367122,0.011151236,-0.028089853,-0.061879802,4,3.24E-160,1.60E-22,0.000507503,0.999492497,2.66E-53,0,3.92E-49,9.52E-47,0,0.0146071,0.03278822,-0.032265534,0.005665503,0.004068288,0.016556589,3,1.13E-14,4.24E-152,0.99997465,2.54E-05,0,6.65E-135,3.78E-55,3.18E-43,0,0,-0.013961754,-0.033253444,0.030370726,0.012524922,0.004309798,0.018697495,0.010114623,3,4.96E-14,3.48E-149,0.999983834,1.62E-05,0,0,1.28E-39,3.51E-53,0,8.62E-173,-0.016580033,-0.046796199,0.04281539,0.005145803,-0.005150085,0.018758626,-0.033622914,-0.012367407
21,FZ533_E_rubra_Plate1,FZ533_E_rubra,FZ533,rubra,Chile,35,-39.67555556,-73.35138889,2,0.001068565,0.998927434,2.74E-98,4.00E-06,1.09E-25,0,0.072502887,-0.108486904,3,1.51E-09,2.24E-123,0.998599733,3.22E-50,0.001400265,5.99E-14,3.38E-250,3.24E-37,2.19E-44,-0.042315182,-0.057872243,0.033733958,3,7.31E-136,0.00015951,0.999840489,5.70E-46,1.73E-31,6.71E-10,0,5.18E-31,7.41E-33,0,-0.024123461,0.005940749,-0.031462538,-0.016509616,3,2.72E-07,1.80E-140,0.999882853,1.32E-32,0.000116875,0,4.55E-49,1.09E-32,0,-0.043093534,0.049881693,0.003951154,-0.057387354,-0.031449532,4,1.26E-179,1.48E-19,0.000592004,0.999407996,1.48E-53,0,1.03E-55,3.22E-62,0,0.022236463,0.031813207,-0.026751185,0.019598915,0.006454539,-0.019088481,3,2.65E-13,5.61E-168,0.99999083,9.17E-06,0,5.34E-135,1.27E-65,3.80E-55,0,0,-0.022959439,-0.032658719,0.026668256,0.01713948,0.007166264,-0.011010366,-0.020076516,3,7.34E-13,1.30E-166,0.99999923,7.70E-07,0,2.90E-286,2.50E-53,4.53E-65,0,2.79E-159,-0.032137788,-0.034655875,0.052674017,0.018596695,-0.008368638,-0.031103002,-0.00923101,0.005975725
22,FZ97_E_rubra_Plate5,FZ97_E_rubra,FZ97,rubra,Chile,27,-39.96472222,-73.56916667,2,0.369930057,0.573364997,8.00E-48,0.056704946,2.16E-14,4.93E-186,0.013187254,-0.044982774,5,9.38E-05,1.09E-64,0.001956841,4.25E-30,0.997751709,0.000197693,5.70E-151,1.98E-74,7.00E-21,-0.011520458,-0.025975827,0.028272704,3,3.92E-83,0.007965516,0.992024742,9.92E-34,1.76E-21,9.74E-06,1.31E-282,7.84E-15,9.07E-22,0,-0.00915637,0.000867674,-0.0234627,-0.008012223,3,1.42E-05,8.07E-93,0.992643117,4.51E-23,0.007342649,3.18E-302,1.57E-27,1.41E-23,0,-0.017211042,0.038430516,0.014086501,-0.037762811,-0.021725573,4,4.66E-128,1.63E-15,0.023027699,0.976972301,9.16E-40,0,2.96E-37,6.52E-37,0,0.012073454,0.022114541,-0.025491048,0.007562777,-0.002452236,-0.008988909,3,5.24E-11,3.40E-125,0.993859118,0.006140882,0,8.99E-104,7.75E-44,9.20E-36,0,3.07E-301,-0.013514779,-0.023064229,0.027128046,0.009345774,-0.004043316,-0.003939363,-0.007844899,3,2.16E-10,5.64E-128,0.998505674,0.001494326,0,2.83E-239,7.81E-36,2.89E-43,0,6.15E-124,-0.020932459,-0.030294656,0.042760265,0.001878592,0.009163806,-0.012475267,-0.011709344,0.002576452
23,FZ98_E_rubra_Plate5,FZ98_E_rubra,FZ98,rubra,Chile,12,-39.9397222,-73.5825,2,0.016037341,0.97200412,8.26E-52,0.011958539,5.85E-19,8.50E-257,0.011284142,-0.073455466,3,2.06E-07,1.24E-70,0.953908113,3.84E-40,0.046075574,1.61E-05,9.18E-214,2.82E-72,1.20E-24,-0.008448508,-0.043318151,0.029088026,3,2.82E-89,0.000189286,0.999810683,2.91E-41,3.93E-28,3.12E-08,0,3.39E-18,1.42E-22,0,-0.008813501,0.006497418,-0.027755845,-0.012156582,3,8.25E-07,4.45E-100,0.999321049,6.40E-30,0.000678126,0,9.49E-33,6.59E-24,0,-0.019393021,0.050868918,0.002691342,-0.045630876,-0.020710738,4,3.89E-133,6.28E-18,0.001731378,0.998268622,4.80E-50,0,6.37E-41,1.82E-42,0,0.009894595,0.029927097,-0.023383446,0.012212758,0.003223622,-0.016705629,3,1.17E-12,1.32E-131,0.999869393,0.000130607,0,3.87E-127,6.75E-51,1.41E-40,0,0,-0.011633875,-0.030851646,0.02529179,0.011567996,0.002049765,-0.009993293,-0.015622082,3,1.04E-12,5.01E-135,0.999986791,1.32E-05,0,6.31E-284,5.28E-40,1.95E-52,0,2.54E-153,-0.020126924,-0.038321486,0.045470691,0.009904465,-0.000734603,-0.024543181,-0.003053613,0.002374566
24,PHV318_E_rubra_Plate4,PHV318_E_rubra,PHV318,rubra,Chile,700,-40.68333,-71.7,1,0.925647415,0.038874876,1.77E-48,0.035477709,5.62E-11,1.67E-126,0.018208035,-0.017069499,1,0.509275517,2.80E-59,2.10E-07,3.13E-23,0.489479731,0.001244542,4.22E-98,7.65E-66,1.02E-20,-0.016094245,-0.013736631,0.006290191,2,2.50E-72,0.999583812,0.00040558,9.95E-14,4.98E-19,1.06E-05,4.32E-181,5.77E-12,6.52E-22,2.59E-251,-0.011597542,0.005420106,-0.007638668,-0.001701366,1,0.883203777,7.64E-78,0.004353693,9.99E-19,0.11244253,1.82E-180,6.77E-21,1.39E-22,9.79E-264,-0.025698034,0.017296709,-0.002601217,-0.008037305,-0.013940002,3,7.39E-110,0.000199336,0.999790721,9.94E-06,3.27E-33,0,5.25E-33,3.24E-28,0,0.015241588,0.013999057,-0.003572169,0.00373638,0.001260472,-0.00014648,4,0.094757123,4.30E-96,7.40E-06,0.905235475,2.72E-271,4.65E-87,3.46E-34,4.86E-24,0,1.41E-279,-0.016014833,-0.015274869,0.003437796,0.004633382,0.000293039,0.000607838,8.52E-05,4,0.209327661,2.07E-100,0.000129416,0.790542923,0,5.71E-200,1.80E-24,7.07E-35,0,6.82E-109,-0.023624537,-0.019062649,0.008446801,0.005428857,-0.004344354,-0.003783944,-0.01201844,0.001705206
25,FZ100_E_leucantha_Plate4,FZ100_E_leucantha,FZ100,leucantha,Chile,171,-39.96055556,-73.34777778,3,1.25E-15,1.31E-13,0.797252105,0.202747895,1.06E-23,0,-0.150395743,-0.023304698,9,1.13E-26,0.014098597,2.06E-51,1.28E-33,5.66E-16,0.002292338,0,0,0.983609065,0.086989806,0.010110171,0.007405904,9,9.41E-08,3.38E-08,7.11E-33,1.00E-70,3.24E-33,4.07E-27,0,1.10E-14,0.999999872,0,0.039219595,0.007909612,0.005862776,-0.024448487,8,2.04E-11,3.21E-10,3.78E-32,1.63E-33,4.68E-11,0,7.56E-25,1,0,0.075021981,0.002306095,-0.039438511,-0.034308335,0.038731636,7,1.78E-09,2.15E-28,8.68E-07,2.10E-48,3.54E-50,0,0.99999913,3.03E-24,0,-0.050689294,0.003117315,0.003591436,0.016923487,-0.020205773,0.009340228,7,2.65E-14,4.45E-12,3.01E-50,8.36E-14,0,2.18E-116,1,4.74E-26,0,0,0.051182938,0.000599302,-0.003429883,0.018003533,-0.020332071,-0.002086779,0.010605491,8,5.62E-16,5.67E-16,2.11E-50,4.04E-14,0,5.26E-262,1.62E-28,1,0,5.98E-158,0.061261542,-0.00494215,-0.011367972,0.021400062,0.04981186,-0.000595336,-0.000454172,-0.0177957
26,FZ116_E_leucantha_Plate1,FZ116_E_leucantha,FZ116,leucantha,Chile,90,-39.99833333,-73.00055556,4,3.43E-17,4.21E-13,0.010587115,0.989412885,1.00E-28,0,-0.165195802,-0.055405141,9,1.21E-30,5.57E-08,5.13E-50,4.43E-39,5.12E-16,0.000239263,0,0,0.999760682,0.092321466,0.002015459,0.027477214,9,1.74E-17,3.39E-10,1.20E-31,2.26E-85,5.26E-37,5.15E-29,0,8.20E-19,1,0,0.040302791,0.006979543,-0.003657647,-0.031268807,8,3.33E-13,6.17E-25,6.15E-34,4.64E-37,8.38E-11,0,7.50E-30,1,0,0.069367101,0.018304041,-0.02691615,-0.04635228,0.060713221,7,1.93E-25,4.26E-31,1.20E-07,3.82E-47,2.92E-56,0,0.99999988,6.86E-29,0,-0.048365892,0.009822217,0.000364636,0.014169071,-0.036882977,0.004044289,7,1.75E-16,2.65E-30,8.48E-50,7.97E-14,0,5.74E-128,1,8.76E-30,0,0,0.048277248,-0.003957713,0.000722887,0.014833346,-0.038646399,0.003019331,0.005258336,8,8.65E-18,2.07E-39,8.03E-49,9.74E-14,0,1.40E-302,1.15E-33,1,0,3.28E-166,0.047676951,-0.017812912,-0.009725168,0.013847766,0.070451321,0.010653189,0.011471443,-0.015710535
27,FZ362_E_leucantha_Plate4,FZ362_E_leucantha,FZ362,leucantha,Chile,773,-37.76861,-72.80083,5,5.18E-07,2.87E-15,3.64E-59,0.003540535,0.996458947,2.83E-96,-0.013507925,0.132130457,4,4.32E-19,3.84E-87,7.77E-70,1,8.05E-13,9.34E-17,6.52E-64,0,5.71E-23,-0.000130277,0.076895746,0.018896568,5,4.07E-94,4.01E-07,7.05E-34,8.37E-57,0.999999599,3.70E-18,1.22E-136,1.45E-29,4.53E-28,0,0.001978383,-0.043641027,0.005270319,-0.008697962,4,6.97E-11,1.55E-101,9.63E-32,0.999999999,1.02E-09,1.68E-132,2.03E-44,1.57E-31,0,0.0164684,-0.064538764,0.06174296,-0.032000126,-0.006948453,5,5.93E-148,9.85E-30,1.04E-07,2.26E-56,0.999999896,1.63E-177,1.59E-55,1.30E-66,0,0.004118863,-0.045910615,-0.030654185,0.006492222,-0.008610538,0.005402607,6,6.01E-17,6.69E-145,1.64E-59,4.45E-14,3.54E-167,0.999917146,4.05E-58,5.02E-64,0,8.29E-05,-0.005508497,0.047335635,0.030838284,0.006970287,-0.003411588,0.010295116,-0.00274829,10,6.03E-17,1.21E-148,1.58E-58,8.78E-18,1.25E-144,1.05E-13,1.57E-66,1.03E-60,0,1,-0.002977283,0.058016816,0.043570041,-0.013095059,0.0153162,0.035255682,0.009907521,0.000766724
28,FZ363_E_leucantha_Plate5,FZ363_E_leucantha,FZ363,leucantha,Chile,773,-37.60194,-72.80083,5,1.70E-10,5.04E-21,6.45E-93,1.87E-06,0.999998127,1.47E-100,0.015324037,0.173375239,4,2.63E-26,1.56E-123,5.39E-87,1,5.24E-17,3.25E-25,1.39E-81,0,8.09E-34,-0.012255023,0.093391667,0.030454355,5,1.35E-122,1.32E-08,9.62E-38,3.00E-72,0.999999987,1.13E-20,4.17E-184,6.83E-39,4.31E-34,0,-0.001813595,-0.052228611,0.000684119,-0.012904589,4,3.54E-11,1.79E-128,8.07E-38,0.999999973,2.72E-08,5.09E-189,1.54E-53,5.58E-34,0,0.004493738,-0.060931537,0.083127289,-0.038852558,0.025558952,5,5.64E-179,9.69E-31,7.24E-07,7.59E-61,0.999999276,3.60E-216,5.11E-58,4.83E-78,0,0.010382261,-0.047323644,-0.031680001,0.005185221,-0.029517855,0.010701737,10,1.26E-23,1.70E-174,9.15E-70,5.41E-21,9.88E-214,1.99E-13,3.91E-69,2.00E-78,0,1,-0.010001998,0.048120753,0.031070894,0.00740132,-0.0164376,0.020358912,-0.019604709,10,3.46E-19,3.99E-174,8.25E-61,2.71E-20,4.99E-196,1.42E-40,9.51E-77,1.19E-69,0,1,-0.019917284,0.052450784,0.04525012,-0.010713403,0.023032687,0.044065218,0.038828205,0.00582052
