,SampleName,SpeciesID,SpecimenID,taxon,country,Elevation,Latitude,Longitude,class.dim2.n0,probass.dim2.n0.g1,probass.dim2.n0.g2,probass.dim2.n0.g3,probass.dim2.n0.g4,probass.dim2.n0.g5,probass.dim2.n0.g6,NMDS1.dim2.n0,NMDS2.dim2.n0,class.dim3.n0,probass.dim3.n0.g1,probass.dim3.n0.g2,probass.dim3.n0.g3,probass.dim3.n0.g4,probass.dim3.n0.g5,probass.dim3.n0.g6,probass.dim3.n0.g7,probass.dim3.n0.g8,probass.dim3.n0.g9,NMDS1.dim3.n0,NMDS2.dim3.n0,NMDS3.dim3.n0,class.dim4.n0,probass.dim4.n0.g1,probass.dim4.n0.g2,probass.dim4.n0.g3,probass.dim4.n0.g4,probass.dim4.n0.g5,probass.dim4.n0.g6,probass.dim4.n0.g7,probass.dim4.n0.g8,probass.dim4.n0.g9,probass.dim4.n0.g10,NMDS1.dim4.n0,NMDS2.dim4.n0,NMDS3.dim4.n0,NMDS4.dim4.n0,class.dim5.n0,probass.dim5.n0.g1,probass.dim5.n0.g2,probass.dim5.n0.g3,probass.dim5.n0.g4,probass.dim5.n0.g5,probass.dim5.n0.g6,probass.dim5.n0.g7,probass.dim5.n0.g8,probass.dim5.n0.g9,NMDS1.dim5.n0,NMDS2.dim5.n0,NMDS3.dim5.n0,NMDS4.dim5.n0,NMDS5.dim5.n0,class.dim6.n0,probass.dim6.n0.g1,probass.dim6.n0.g2,probass.dim6.n0.g3,probass.dim6.n0.g4,probass.dim6.n0.g5,probass.dim6.n0.g6,probass.dim6.n0.g7,probass.dim6.n0.g8,probass.dim6.n0.g9,NMDS1.dim6.n0,NMDS2.dim6.n0,NMDS3.dim6.n0,NMDS4.dim6.n0,NMDS5.dim6.n0,NMDS6.dim6.n0,class.dim7.n0,probass.dim7.n0.g1,probass.dim7.n0.g2,probass.dim7.n0.g3,probass.dim7.n0.g4,probass.dim7.n0.g5,probass.dim7.n0.g6,probass.dim7.n0.g7,probass.dim7.n0.g8,probass.dim7.n0.g9,probass.dim7.n0.g10,NMDS1.dim7.n0,NMDS2.dim7.n0,NMDS3.dim7.n0,NMDS4.dim7.n0,NMDS5.dim7.n0,NMDS6.dim7.n0,NMDS7.dim7.n0,class.dim8.n0,probass.dim8.n0.g1,probass.dim8.n0.g2,probass.dim8.n0.g3,probass.dim8.n0.g4,probass.dim8.n0.g5,probass.dim8.n0.g6,probass.dim8.n0.g7,probass.dim8.n0.g8,probass.dim8.n0.g9,probass.dim8.n0.g10,NMDS1.dim8.n0,NMDS2.dim8.n0,NMDS3.dim8.n0,NMDS4.dim8.n0,NMDS5.dim8.n0,NMDS6.dim8.n0,NMDS7.dim8.n0,NMDS8.dim8.n0
29,FZ367_E_leucantha_Plate4,FZ367_E_leucantha,FZ367,leucantha,Chile,775,-37.60194,-72.80083,5,1.39E-09,2.64E-20,2.25E-105,3.05E-07,0.999999694,3.95E-72,0.040275895,0.170007311,4,1.40E-24,9.84E-136,3.55E-84,1,3.30E-16,1.19E-26,1.49E-64,0,2.48E-38,-0.025782054,0.09102113,0.030471767,5,1.57E-135,3.26E-08,3.76E-37,1.79E-67,0.999999967,7.45E-21,1.25E-150,3.01E-42,2.96E-37,0,-0.008709087,-0.051531816,0.002309609,-0.01338071,4,2.73E-11,5.27E-140,1.88E-36,0.999999995,5.13E-09,6.82E-158,6.57E-58,1.59E-37,0,-0.005801674,-0.063913494,0.081805275,-0.04083675,0.01560563,5,6.73E-197,6.24E-31,1.69E-07,9.10E-61,0.999999831,1.80E-187,2.77E-66,1.12E-83,0,0.016827185,-0.047949873,-0.032774689,0.004402904,-0.02415898,0.01038334,10,2.88E-22,1.44E-186,1.12E-68,8.25E-20,4.79E-188,4.00E-10,6.44E-73,5.40E-80,0,1,-0.016154147,0.048623699,0.030875657,0.005607384,-0.014355496,0.023238481,-0.011431487,10,1.62E-18,8.60E-182,3.09E-61,6.84E-20,4.59E-163,2.63E-33,1.41E-76,2.38E-71,0,1,-0.023351318,0.053519,0.040826274,-0.016210386,0.019736877,0.051910099,0.02588481,0.006210744
30,FZ368_E_leucantha_Plate5,FZ368_E_leucantha,FZ368,leucantha,Chile,775,-37.60194,-72.80083,5,1.41E-09,3.31E-19,9.41E-76,5.62E-05,0.999943801,3.60E-109,-0.004724027,0.15963504,4,1.28E-24,7.86E-103,1.93E-85,1,3.29E-17,8.85E-22,8.40E-83,0,1.39E-28,0.000236228,0.090870987,0.015645493,5,3.51E-104,9.72E-08,6.89E-38,5.97E-67,0.999999903,5.31E-22,4.05E-178,8.47E-36,1.32E-27,0,0.002423337,-0.047679473,0.006774372,-0.01637063,4,9.83E-11,1.85E-111,2.73E-37,0.999999994,6.33E-09,2.64E-183,1.18E-50,1.68E-28,0,0.012764911,-0.065468973,0.069202875,-0.041435799,0.025722763,5,2.82E-157,1.84E-29,6.77E-07,1.46E-60,0.999999323,3.80E-209,1.01E-51,3.01E-71,0,0.004684995,-0.047269009,-0.028015404,0.007838885,-0.024524666,0.017050855,10,2.61E-21,1.00E-154,5.63E-69,4.51E-20,8.59E-199,4.04E-12,1.23E-60,6.00E-72,0,1,-0.004631811,0.048325939,0.026423734,0.010248932,-0.01416651,0.025273495,-0.013525011,10,1.26E-18,1.94E-157,2.45E-61,1.23E-20,8.54E-183,6.56E-39,7.58E-72,5.72E-62,0,1,-0.013456676,0.052540061,0.038466798,-0.007122571,0.024085443,0.05095167,0.032454174,-0.004201029
31,FZ383_E_leucantha_Plate1,FZ383_E_leucantha,FZ383,leucantha,Chile,707,-37.81305556,-73.13722222,4,2.90E-12,3.97E-14,0.000168624,0.999831376,1.50E-13,0,-0.12549193,0.041476261,9,1.67E-25,3.64E-12,5.84E-50,1.42E-26,9.50E-14,0.000119344,2.91E-263,0,0.999880656,0.074102676,0.021086586,0.02624087,9,1.43E-22,9.06E-09,2.10E-29,2.90E-70,2.13E-29,4.92E-28,0,5.85E-20,0.999999991,0,0.03093809,0.00179334,0.002979901,-0.032604838,8,3.29E-12,8.57E-30,4.63E-31,2.49E-31,9.85E-12,0,1.43E-33,1,0,0.055485223,0.000550804,-0.029122006,-0.053657698,0.050760832,7,1.41E-30,3.28E-26,7.12E-08,8.50E-44,2.04E-46,0,0.999999929,6.80E-29,0,-0.038727864,0.003295683,0.001175352,0.017991729,-0.035738932,0.012432521,7,2.09E-15,4.26E-35,6.65E-48,4.55E-14,0,4.60E-107,1,8.03E-33,0,3.64E-305,0.038943451,0.001680555,-7.61E-05,0.019188357,-0.034628558,-0.00297823,0.018059332,8,3.86E-17,4.42E-43,1.30E-49,4.95E-15,0,3.17E-247,2.34E-36,1,0,3.34E-145,0.043558478,-0.004269024,-0.010296927,0.013791456,0.066150471,0.003634841,-0.013242332,-0.017831585
32,FZ384_E_leucantha_Plate4,FZ384_E_leucantha,FZ384,leucantha,Chile,706,-37.81277,-73.1375,4,1.53E-15,4.12E-18,3.62E-06,0.99999638,6.47E-14,0,-0.149416105,0.066210174,9,1.66E-31,1.66E-18,1.58E-59,4.22E-28,6.41E-16,5.69E-07,3.94E-306,0,0.999999431,0.08381803,0.027941176,0.039443015,9,9.90E-38,1.65E-09,2.78E-34,6.44E-80,1.17E-32,6.00E-34,0,3.69E-29,0.999999998,0,0.029280751,0.002272623,0.006685707,-0.043332646,8,5.13E-13,5.57E-45,3.07E-33,8.57E-33,6.49E-14,0,5.65E-48,1,0,0.053288741,-0.013706947,-0.04364343,-0.074937862,0.041520327,7,7.44E-44,3.14E-27,4.67E-08,8.14E-45,3.93E-46,0,0.999999953,1.39E-40,0,-0.036780036,0.00193469,-0.000624204,0.032917283,-0.037169455,0.019420424,7,8.27E-16,4.63E-50,3.69E-50,9.57E-16,0,5.05E-108,1,7.18E-45,0,1.27E-304,0.036574813,0.003987491,0.000153992,0.033704705,-0.036506398,0.000304253,0.022463611,8,4.65E-17,1.03E-59,4.26E-51,3.05E-16,0,1.40E-240,5.75E-46,1,0,4.77E-141,0.037704813,0.001402012,-0.005799017,0.023004531,0.073144603,0.005134551,-0.023006127,-0.031036818
33,FZ385_E_leucantha_Plate4,FZ385_E_leucantha,FZ385,leucantha,Chile,707,-37.8130556,-73.1372222,4,6.60E-18,1.61E-20,2.33E-07,0.999999767,3.69E-15,0,-0.166647434,0.075152772,9,1.57E-33,1.80E-21,2.81E-56,5.84E-33,1.87E-15,4.71E-07,0,0,0.999999529,0.087108652,0.018435964,0.052204722,9,1.92E-46,4.30E-10,3.05E-33,1.39E-89,1.14E-36,3.62E-35,0,2.41E-32,1,0,0.029450586,0.004408393,0.000722522,-0.048378703,8,7.94E-14,2.04E-55,9.21E-33,1.61E-36,9.03E-14,0,1.23E-52,1,0,0.049988099,-0.002225904,-0.043478422,-0.08557808,0.046613728,7,3.17E-54,5.73E-28,1.45E-07,3.57E-42,2.90E-51,0,0.999999855,1.56E-41,0,-0.035112719,0.00855372,-0.00218332,0.029834619,-0.044881608,0.022980752,7,3.83E-16,1.15E-60,9.31E-48,1.15E-14,0,3.18E-119,1,1.31E-45,0,0,0.034881603,-0.001290569,0.002179524,0.031603182,-0.044403631,0.004197403,0.024575107,8,1.04E-17,6.10E-71,2.45E-50,1.04E-15,0,4.65E-275,7.69E-49,1,0,3.90E-157,0.03429742,-0.007802736,-0.008695779,0.022213728,0.079989564,0.01800166,-0.026143846,-0.023570318
34,FZ390_E_leucantha_Plate4,FZ390_E_leucantha,FZ390,leucantha,Chile,132,-37.6813889,-73.2888889,4,5.34E-10,7.77E-12,1.89E-06,0.999998105,1.80E-12,0,-0.105888086,0.032893056,9,1.15E-22,2.85E-18,1.68E-38,3.16E-27,8.33E-10,0.002163612,2.28E-255,0,0.997836387,0.063638585,0.01060196,0.042804031,9,1.36E-37,2.13E-07,1.90E-22,4.89E-68,5.54E-29,3.76E-26,0,1.78E-22,0.999999787,0,0.022409393,0.002928863,-0.003181137,-0.038012772,8,6.77E-11,1.90E-46,6.40E-25,3.41E-30,4.43E-10,0,3.02E-38,0.999999999,0,0.038512996,0.007861051,-0.025272614,-0.068944235,0.046802791,7,8.41E-50,6.35E-23,7.16E-06,1.02E-32,1.49E-44,0,0.999992841,6.54E-34,0,-0.028796932,0.008710634,-0.004602881,0.025747616,-0.039854148,0.006969233,7,1.44E-13,2.95E-54,1.58E-37,1.28E-11,0,2.70E-107,1,1.17E-37,0,1.43E-281,0.029373215,-0.002913483,0.005300161,0.028643922,-0.040819386,0.0029094,0.007012304,8,4.45E-14,8.47E-64,4.77E-38,6.38E-12,0,3.11E-261,3.14E-41,1,0,6.08E-135,0.023566158,-0.013350662,-0.002459999,0.023924166,0.071753796,0.021022075,-0.00631462,-0.014026222
35,FZ104_E_rosea_Plate5,FZ104_E_rosea,FZ104,rosea,Chile,908,-41.1383333,-72.5355555,1,0.999929686,6.84E-05,6.33E-110,1.87E-06,1.14E-09,1.50E-45,0.109026273,0.015748796,1,0.999999995,1.90E-93,9.95E-21,2.48E-32,5.23E-09,7.01E-12,1.29E-109,3.99E-61,2.61E-43,-0.041620921,-0.018667242,-0.055618072,2,5.65E-111,0.999806002,3.98E-24,0.000193998,2.62E-29,8.93E-20,4.20E-211,5.53E-33,4.03E-33,0,-0.024793129,0.018520304,0.025204996,-0.00797611,1,0.999999971,7.15E-119,8.89E-26,2.13E-31,2.94E-08,5.11E-233,9.30E-53,3.96E-31,0,-0.060754685,-0.017444288,-0.051845449,0.006494407,0.030835342,2,7.32E-152,0.999743701,0.000256299,2.38E-40,2.93E-48,0,2.30E-52,4.41E-66,0,0.020640183,0.00358238,0.041096469,0.018615573,0.001183678,-0.015419777,1,1,1.96E-138,6.77E-48,1.28E-12,1.45E-273,5.55E-120,1.30E-63,8.94E-58,0,0,-0.022299839,-0.002542366,-0.037168376,0.005630873,0.002935376,-0.001470517,-0.030978927,1,1,2.07E-152,8.89E-42,1.30E-11,9.53E-245,2.93E-210,2.67E-53,2.42E-57,0,2.87E-138,-0.047149394,0.008801872,-0.035120726,0.014074802,-0.006700609,-0.027706493,0.007631362,-0.038012813
36,FZ105_E_rosea_Plate5,FZ105_E_rosea,FZ105,rosea,Chile,922,-41.14027,-72.53472,1,0.993537581,0.005863018,1.06E-66,0.000599401,9.89E-11,5.98E-87,0.048721567,-0.008619579,1,0.999952102,5.30E-74,8.48E-12,2.40E-28,4.78E-05,9.29E-08,1.35E-97,8.96E-40,1.18E-31,-0.029187215,-0.018320756,-0.022870279,2,4.27E-90,0.999898656,1.05E-12,0.000101344,5.53E-26,1.02E-12,5.21E-190,6.13E-22,2.09E-27,1.46E-202,-0.019757067,0.016135385,0.009337936,-0.004690538,1,0.999795615,1.21E-105,1.17E-14,1.07E-27,0.000204385,8.49E-223,2.04E-37,2.72E-27,0,-0.054215466,0.011729669,-0.023783772,0.000681338,0.025579973,2,1.07E-139,0.966184615,0.033815385,3.64E-21,3.08E-44,0,7.74E-42,1.08E-48,0,0.02174516,0.013598152,0.022229221,0.008943593,-0.009862254,-0.01591627,1,0.999996709,1.94E-123,1.70E-25,3.29E-06,2.81E-284,4.84E-111,3.98E-51,3.17E-40,0,0,-0.022768377,-0.012687586,-0.019080187,0.000415236,-0.004654931,-0.000434017,-0.027436731,1,0.999988009,2.40E-140,4.42E-22,1.20E-05,8.15E-303,1.75E-218,1.33E-39,4.60E-51,0,3.94E-127,-0.047043398,-0.009500549,-0.013437655,0.002224183,-0.002755591,-0.027409997,0.012578901,-0.02270829
37,FZ113_E_rosea_Plate5,FZ113_E_rosea,FZ113,rosea,Chile,721,-40.77,-72.27111,1,0.995275569,0.000313041,2.31E-58,0.00441112,2.69E-07,2.22E-59,0.034366,0.019543644,1,0.999998589,3.04E-63,1.31E-21,7.19E-21,1.12E-06,2.95E-07,1.97E-63,3.34E-102,4.30E-28,-0.02180355,0.000748877,-0.03581415,2,4.87E-85,0.999995241,6.44E-19,4.76E-06,2.14E-21,7.20E-17,8.67E-152,5.22E-25,8.26E-24,0,-0.017024469,0.009811443,0.019519293,-0.010753666,1,0.999985377,1.24E-100,3.49E-21,5.46E-24,1.46E-05,4.89E-196,6.08E-41,8.89E-24,0,-0.048962601,-0.009124596,-0.024620938,-0.002471931,0.042424036,2,1.38E-125,0.994000514,0.005999486,9.86E-32,1.32E-36,2.28E-257,3.82E-39,2.43E-50,0,0.016514989,0.000548986,0.027571998,0.012350434,-0.011306033,-0.022408614,1,0.999999988,2.16E-115,1.29E-38,1.16E-08,2.09E-226,5.46E-98,2.30E-45,4.18E-47,0,0,-0.018079952,-0.000787734,-0.025797673,0.00445849,-0.012771011,-0.014183798,-0.026094772,1,0.999999982,5.70E-131,3.63E-34,1.82E-08,2.97E-233,4.24E-185,1.74E-48,2.81E-47,0,3.16E-109,-0.042328952,0.007157369,-0.02164521,0.012729413,0.009094158,-0.034518892,0.026246561,-0.003307176
38,FZ114_E_rosea_Plate4,FZ114_E_rosea,FZ114,rosea,Chile,721,-40.77,-72.27111111,1,0.986166991,0.013756078,1.65E-79,7.69E-05,1.75E-12,3.05E-97,0.067646261,-0.020049941,1,0.999944218,8.22E-88,3.15E-08,1.68E-35,5.57E-05,6.16E-09,3.13E-137,1.21E-15,1.01E-37,-0.036595491,-0.033041569,-0.025939044,2,1.36E-108,0.999999999,8.42E-10,7.94E-13,7.67E-25,1.70E-14,2.46E-204,6.90E-29,3.80E-26,4.05E-231,-0.025534552,0.011877638,0.003985166,-0.016552054,1,0.999982177,1.30E-116,2.67E-10,3.01E-26,1.78E-05,2.32E-221,2.56E-48,2.85E-25,0,-0.057296363,0.000835869,-0.035735891,-0.028157916,0.00254267,2,6.74E-139,0.505076792,0.494923208,2.79E-15,1.87E-39,0,7.93E-45,1.70E-52,0,0.022132066,0.011675364,0.013854742,0.021712935,0.009024653,-0.02486173,1,0.999994534,3.93E-125,3.20E-20,5.47E-06,1.38E-269,4.42E-105,1.05E-52,6.80E-48,0,0,-0.024306087,-0.012473998,-0.014279322,0.014071252,0.008478059,-0.021557927,-0.022362892,1,0.999997436,1.09E-133,5.44E-18,2.56E-06,5.18E-260,3.96E-191,1.33E-46,3.37E-53,0,7.55E-120,-0.040240939,-0.000564649,0.000836716,0.023480534,-0.012930863,-0.047870919,0.002530792,-0.003499367
39,FZ115_E_rosea_Plate5,FZ115_E_rosea,FZ115,rosea,Chile,721,-40.77,-72.27111,1,0.99868141,0.001255137,1.05E-79,6.35E-05,2.59E-10,1.15E-65,0.068371677,-0.000327596,1,0.999998447,1.28E-88,9.95E-15,3.52E-30,1.55E-06,1.43E-10,5.03E-97,5.10E-35,1.48E-38,-0.040049778,-0.01893465,-0.032869979,2,5.99E-108,0.999999148,5.25E-15,8.52E-07,3.36E-24,1.27E-15,1.32E-166,2.30E-29,3.16E-29,3.62E-286,-0.025903241,0.011830066,0.012684025,-0.011312201,1,0.999996499,1.90E-118,2.42E-16,2.87E-26,3.50E-06,4.98E-193,3.94E-48,2.45E-28,0,-0.061988501,-0.00628626,-0.032857929,-0.011348363,0.018436485,2,2.78E-153,0.995530318,0.004469682,1.20E-24,2.81E-41,1.04E-290,2.22E-45,7.05E-61,0,0.025699201,0.007945962,0.023293235,0.022548498,-0.005970728,-0.012428386,1,0.999999995,4.34E-136,4.63E-31,4.87E-09,7.02E-258,1.48E-109,1.38E-49,1.91E-55,0,0,-0.026059601,-0.008007637,-0.023917825,0.017440019,-0.007932566,-0.006410125,-0.020817009,1,0.999999993,1.06E-150,1.24E-27,6.71E-09,4.71E-260,5.61E-206,1.69E-55,1.43E-49,0,2.02E-122,-0.051434138,0.001130222,-0.016485612,0.025152267,0.00615943,-0.027592115,0.004216755,-0.014348896
40,FZ366_E_rosea_Plate4,FZ366_E_rosea,FZ366,rosea,Chile,774,-37.60166667,-72.80083333,6,0.001375313,2.94E-11,1.79E-100,1.15E-06,0.001848493,0.996775044,0.0783976,0.093126853,7,6.93E-05,1.03E-115,1.01E-48,4.72E-07,9.39E-10,1.04E-17,0.999930242,2.11E-262,7.95E-42,-0.052207772,0.045502546,-0.02939032,2,8.74E-129,0.999996967,2.42E-26,1.14E-17,3.03E-06,3.67E-17,8.03E-27,4.20E-37,4.48E-34,0,-0.027237214,-0.020135557,0.020843321,-0.011300268,1,0.999932278,1.25E-133,9.54E-29,1.26E-05,5.51E-05,5.72E-45,1.75E-52,1.39E-33,0,-0.052534936,-0.058766921,0.024285329,-0.00713451,0.031284656,3,8.22E-184,0.000112926,0.999886821,3.18E-45,2.53E-07,4.12E-47,1.50E-54,1.14E-70,0,0.031976619,-0.031587903,0.007405223,0.009568672,-0.021007314,0.012241416,1,0.999999983,1.96E-157,5.24E-51,1.75E-08,1.06E-45,3.64E-27,1.89E-54,6.27E-62,0,8.72E-96,-0.030603561,0.033199301,-0.008194782,0.009950939,-0.012922923,0.019620026,-0.013196423,1,1,1.31E-173,8.45E-49,3.40E-10,1.91E-71,6.32E-73,2.67E-67,3.76E-61,0,7.75E-32,-0.049814439,0.043196874,-0.004494001,0.006389716,0.006496878,0.032823919,0.023033679,0.004389259
41,FZ379_E_rosea_Plate1,FZ379_E_rosea,FZ379,rosea,Chile,984,-37.81,-73.05666667,1,0.997652003,0.000549015,7.39E-62,0.001798943,3.94E-08,5.74E-62,0.040548504,0.013220979,1,0.999871595,1.81E-72,3.84E-19,5.93E-18,0.000128362,4.27E-08,1.09E-45,1.78E-89,3.94E-28,-0.029794639,0.004238784,-0.015976832,2,9.79E-88,0.989556527,1.66E-15,0.010443473,3.32E-17,6.96E-11,4.37E-89,4.55E-20,3.91E-29,0,-0.018915159,0.003445759,0.01231273,0.001112533,1,0.999980697,1.88E-97,3.70E-17,2.11E-19,1.93E-05,2.50E-106,3.26E-34,8.98E-30,0,-0.046706778,-0.014792574,-0.014059102,0.01149404,0.011367492,2,8.88E-135,0.998760829,0.001239171,7.27E-29,4.54E-32,4.07E-178,2.14E-45,4.79E-47,0,0.023034726,-0.001928916,0.022099137,0.00506786,-0.003030207,-0.005295148,1,0.999999984,4.59E-121,2.42E-36,1.62E-08,9.89E-159,8.11E-86,5.35E-49,1.62E-44,0,1.75E-300,-0.024383856,0.001388177,-0.023867752,0.001037156,-0.004490975,-0.004721734,-0.007813146,1,0.999999986,1.21E-132,9.38E-35,1.42E-08,6.89E-174,2.72E-168,3.20E-45,2.25E-48,0,2.74E-108,-0.040683991,0.009065268,-0.028317881,0.004865019,-0.000713278,-0.015617287,-0.000550991,-0.001370068
42,FZ395_E_rosea_Plate4,FZ395_E_rosea,FZ395,rosea,Chile,1662,-36.9075,-71.41138889,1,0.998835098,0.001152016,5.78E-91,1.29E-05,4.85E-11,6.36E-67,0.084381649,-0.003064549,1,0.999996974,3.82E-101,6.93E-17,2.39E-27,3.03E-06,1.19E-12,5.59E-76,6.94E-38,1.17E-41,-0.050294541,-0.012294257,-0.027062826,4,1.33E-110,0.090591124,1.12E-19,0.909408876,2.08E-27,1.07E-10,1.21E-162,9.44E-24,1.01E-42,9.54E-283,-0.024689163,0.013773519,0.01254714,0.01402895,1,0.99999617,2.83E-115,6.07E-20,8.69E-27,3.83E-06,7.60E-151,2.31E-36,2.77E-44,3.83E-291,-0.052753952,-0.010056189,-0.023660293,0.043641896,-0.015235183,2,1.28E-154,0.998371759,0.001628241,2.82E-33,1.73E-42,2.35E-250,1.49E-62,4.31E-50,0,0.026676968,0.003083387,0.030607957,-0.007047699,0.017375521,-0.001087857,1,0.999999999,3.63E-141,1.41E-41,5.54E-10,1.71E-231,3.29E-112,2.72E-70,2.35E-47,0,0,-0.027864773,-0.005122239,-0.031788754,-0.010025757,0.016442609,0.002446677,-0.00416995,1,0.999999992,1.69E-144,1.06E-36,8.03E-09,2.16E-258,7.27E-223,2.49E-44,2.61E-70,0,2.01E-149,-0.039606865,-0.001028671,-0.036504879,0.004472792,-0.038141626,-0.005585408,0.010180722,0.014882318
43,FZ426_E_rosea_Plate4,FZ426_E_rosea,FZ426,rosea,Chile,798,-38.53944,-71.67583,1,0.999891275,0.000104924,1.42E-102,3.80E-06,1.35E-09,3.63E-45,0.099569606,0.01395522,1,0.999999151,5.18E-111,2.52E-23,1.46E-22,8.49E-07,1.25E-14,3.39E-49,2.86E-69,2.73E-44,-0.057899871,0.000309935,-0.029381726,4,2.74E-123,0.062376878,8.07E-24,0.937623122,2.36E-23,4.78E-12,3.68E-108,2.77E-28,1.95E-46,0,-0.028629119,0.006242767,0.017314738,0.014224825,1,0.999991761,3.49E-128,2.25E-25,2.24E-24,8.24E-06,2.20E-129,1.58E-40,9.82E-46,0,-0.062886014,-0.016031866,-0.008456832,0.045336119,0.010852431,2,1.47E-178,0.999003883,0.000996117,1.50E-38,3.43E-38,2.34E-219,3.61E-60,5.43E-60,0,0.033354029,-0.002255052,0.030647697,-0.005697464,-0.009714232,0.008792863,1,1,7.81E-155,7.51E-49,3.89E-10,7.69E-199,2.80E-103,5.99E-58,5.42E-56,0,0,-0.030736433,0.001888081,-0.032979693,-0.005192557,-0.01356042,0.004670641,0.012087157,1,0.999999999,1.30E-159,1.40E-47,6.09E-10,5.89E-217,2.94E-206,1.69E-52,3.97E-56,0,5.82E-145,-0.043260806,0.008565295,-0.050608256,-0.004288073,-0.002437075,0.001190145,-0.020694128,-0.003149656
44,FZ427_E_rosea_Plate4,FZ427_E_rosea,FZ427,rosea,Chile,798,-38.53944444,-71.67583333,1,0.999948581,4.56E-05,3.73E-100,5.85E-06,1.22E-08,1.46E-35,0.09583769,0.021776053,1,0.999999606,1.00E-106,1.86E-25,1.03E-20,3.94E-07,3.16E-14,1.68E-41,1.28E-84,8.42E-43,-0.054867022,0.004783957,-0.032242808,4,1.12E-121,0.265121568,3.65E-23,0.734878432,7.04E-22,2.50E-14,1.56E-98,1.32E-30,1.72E-41,0,-0.029400659,0.005928821,0.020155781,0.005108834,1,0.999999584,4.62E-129,5.66E-25,1.12E-23,4.16E-07,1.05E-118,1.47E-47,1.50E-40,0,-0.066599817,-0.025281994,-0.020285133,0.025136998,0.015183931,2,9.17E-170,0.999872758,0.000127242,4.04E-41,4.77E-38,7.66E-190,1.39E-63,5.94E-64,0,0.030374363,-0.005620638,0.034224804,0.003705119,0.006849757,-0.006849614,1,1,2.36E-151,3.41E-50,1.29E-11,2.28E-189,1.34E-103,6.43E-59,2.45E-62,0,0,-0.029583861,0.003145536,-0.035596041,0.003784385,-0.007106365,-0.01156277,0.00606642,1,1,9.53E-152,3.38E-47,2.58E-11,8.68E-190,1.32E-193,1.81E-59,1.67E-56,0,1.32E-137,-0.0418405,0.014365252,-0.045808515,0.014621419,-0.003028503,-0.015765431,-0.009456937,0.018675377
45,FZ428_E_rosea_Plate4,FZ428_E_rosea,FZ428,rosea,Chile,1091,-38.57916,-71.6275,1,0.999525809,0.000458701,8.60E-90,1.55E-05,4.16E-10,1.27E-55,0.082632301,0.004994525,1,0.999993219,1.11E-99,1.70E-19,6.94E-23,6.78E-06,1.27E-12,7.35E-54,4.37E-57,1.05E-39,-0.050050671,-0.002980611,-0.022721898,4,1.50E-113,0.166032996,2.02E-19,0.833967004,6.54E-23,7.55E-12,1.67E-112,3.08E-26,2.48E-40,2.42E-306,-0.026992897,0.007972231,0.014346411,0.007939436,1,0.999992172,5.37E-121,1.08E-20,1.54E-24,7.83E-06,5.24E-133,3.01E-40,7.85E-40,0,-0.062164003,-0.010574102,-0.01555856,0.028484149,0.009686438,2,3.16E-166,0.999667247,0.000332753,1.66E-34,2.08E-40,1.92E-224,2.76E-60,1.52E-56,0,0.030652359,0.001134213,0.030053137,-0.002765781,0.002173649,-0.002702771,1,0.999999999,2.37E-147,1.02E-43,5.92E-10,1.43E-207,1.55E-107,1.84E-61,1.41E-53,0,0,-0.030205779,-0.002441499,-0.032326225,-0.004702809,-0.002972229,-0.005745681,0.001020637,1,0.999999997,2.06E-150,1.15E-39,2.91E-09,2.93E-224,1.64E-208,3.08E-50,3.76E-61,0,4.23E-139,-0.045196511,0.003568848,-0.040200169,0.003936175,-0.013734802,-0.011245378,0.002677472,0.015604543
46,FZ456_E_rosea_Plate1,FZ456_E_rosea,FZ456,rosea,Chile,1056,-38.28666,-71.77222,1,0.999882894,9.96E-05,2.23E-90,1.75E-05,1.04E-08,1.49E-39,0.082816254,0.017830381,1,0.99999925,3.85E-97,1.18E-23,9.62E-21,7.50E-07,9.57E-13,1.19E-43,1.61E-80,2.13E-39,-0.048191014,0.003406837,-0.030509463,4,1.58E-110,0.024662948,3.10E-24,0.975337052,3.47E-23,2.46E-12,2.86E-110,2.05E-25,1.88E-43,0,-0.024037667,0.006770255,0.018237549,0.014375161,1,0.999987013,1.22E-118,7.97E-25,1.03E-24,1.30E-05,9.96E-147,9.29E-39,5.89E-40,0,-0.059232668,-0.011758342,-0.011502417,0.037082694,0.023882691,2,4.81E-163,0.999446001,0.000553999,5.44E-40,2.78E-39,3.92E-224,7.13E-59,1.94E-55,0,0.028285248,-0.002473648,0.033682806,-0.00789599,-0.0050091,-0.003819627,1,1,1.89E-147,1.38E-49,3.28E-10,2.87E-205,5.88E-105,1.29E-62,8.14E-52,0,0,-0.028540185,0.001470985,-0.034169257,-0.012058312,-0.007967701,0.000304776,-0.004553225,1,0.999999998,3.74E-156,1.84E-46,2.48E-09,3.99E-228,8.71E-209,2.73E-49,6.59E-61,0,4.13E-140,-0.045734785,0.006172126,-0.047704882,-0.008972049,-0.006741853,-0.007436528,0.005316297,0.005117756
