,SpeciesID,SpecimenID,species,MorphogroupID,Latitude,Longitude,Elevation,class.dim2.n0,probass.dim2.n0.g1,probass.dim2.n0.g2,probass.dim2.n0.g3,NMDS1.dim2.n0,NMDS2.dim2.n0,class.dim2.n1,probass.dim2.n1.g1,probass.dim2.n1.g2,probass.dim2.n1.g3,NMDS1.dim2.n1,NMDS2.dim2.n1,class.dim2.n2,probass.dim2.n2.g1,probass.dim2.n2.g2,probass.dim2.n2.g3,NMDS1.dim2.n2,NMDS2.dim2.n2,class.dim2.n3,probass.dim2.n3.g1,probass.dim2.n3.g2,probass.dim2.n3.g3,NMDS1.dim2.n3,NMDS2.dim2.n3,class.dim2.n4,probass.dim2.n4.g1,probass.dim2.n4.g2,probass.dim2.n4.g3,NMDS1.dim2.n4,NMDS2.dim2.n4,class.dim3.n0,probass.dim3.n0.g1,probass.dim3.n0.g2,probass.dim3.n0.g3,NMDS1.dim3.n0,NMDS2.dim3.n0,NMDS3.dim3.n0,class.dim3.n1,probass.dim3.n1.g1,probass.dim3.n1.g2,probass.dim3.n1.g3,NMDS1.dim3.n1,NMDS2.dim3.n1,NMDS3.dim3.n1,class.dim3.n2,probass.dim3.n2.g1,probass.dim3.n2.g2,probass.dim3.n2.g3,NMDS1.dim3.n2,NMDS2.dim3.n2,NMDS3.dim3.n2,class.dim3.n3,probass.dim3.n3.g1,probass.dim3.n3.g2,probass.dim3.n3.g3,NMDS1.dim3.n3,NMDS2.dim3.n3,NMDS3.dim3.n3,class.dim3.n4,probass.dim3.n4.g1,probass.dim3.n4.g2,probass.dim3.n4.noise,NMDS1.dim3.n4,NMDS2.dim3.n4,NMDS3.dim3.n4
9,FZ301_E_reticulata,FZ301,reticulata,25,-18.18069444,-63.8425,1862,2,0,1,0,0.354801576,0.09967268,2,0,1,0,0.354801575,-0.09967268,2,0,1,0,-0.354801575,-0.09967268,2,0,1,0,0.354801575,0.09967268,2,0,1,0,0.354801576,-0.09967268,2,0,1,0,0.253986213,-0.066770449,-0.055070896,2,0,1,0,-0.253986213,0.066770449,0.055070896,2,0,1,0,0.253986213,-0.066770449,-0.055070896,2,0,1,0,-0.253986213,-0.066770449,-0.055070896,2,0,0.999979664,2.03E-05,-0.253986213,-0.066770449,0.055070896
25,FZ200_E_paniculata,FZ200,paniculata,19,-13.35391667,-71.61519444,3492,2,0,1,0,0.354044095,0.099183805,2,0,1,0,0.354044095,-0.099183805,2,0,1,0,-0.354044095,-0.099183805,2,0,1,0,0.354044095,0.099183805,2,0,1,0,0.354044095,-0.099183805,2,0,1,0,0.251793034,-0.065552475,-0.056153384,2,0,1,0,-0.251793034,0.065552475,0.056153384,2,0,1,0,0.251793034,-0.065552475,-0.056153384,2,0,1,0,-0.251793034,-0.065552475,-0.056153384,2,0,0.99996645,3.35E-05,-0.251793034,-0.065552475,0.056153384
26,FZ202_E_paniculata,FZ202,paniculata,19,-13.18172222,-71.59766667,3186,2,0,1,0,0.35459635,0.099874014,2,0,1,0,0.35459635,-0.099874014,2,0,1,0,-0.35459635,-0.099874014,2,0,1,0,0.35459635,0.099874014,2,0,1,0,0.35459635,-0.099874014,2,0,1,0,0.25306181,-0.065097007,-0.055899321,2,0,1,0,-0.25306181,0.065097007,0.055899321,2,0,1,0,0.25306181,-0.065097007,-0.055899321,2,0,1,0,-0.25306181,-0.065097007,-0.055899321,2,0,0.999991701,8.30E-06,-0.25306181,-0.065097007,0.055899321
27,FZ203_E_paniculata,FZ203,paniculata,19,-13.18172222,-71.59766667,3186,2,0,1,0,0.354255406,0.099563282,2,0,1,0,0.354255406,-0.099563281,2,0,1,0,-0.354255406,-0.099563282,2,0,1,0,0.354255406,0.099563282,2,0,1,0,0.354255406,-0.099563282,2,0,1,0,0.252630738,-0.065114111,-0.056375674,2,0,1,0,-0.252630738,0.065114111,0.056375674,2,0,1,0,0.252630738,-0.065114111,-0.056375674,2,0,1,0,-0.252630738,-0.065114111,-0.056375674,2,0,0.999983415,1.66E-05,-0.252630738,-0.065114111,0.056375674
28,FZ204_E_paniculata,FZ204,paniculata,19,-13.18172222,-71.59766667,3186,2,0,1,0,0.354157733,0.09901227,2,0,1,0,0.354157733,-0.09901227,2,0,1,0,-0.354157733,-0.09901227,2,0,1,0,0.354157733,0.09901227,2,0,1,0,0.354157733,-0.09901227,2,0,1,0,0.253119132,-0.065654862,-0.055958196,2,0,1,0,-0.253119132,0.065654862,0.055958196,2,0,1,0,0.253119132,-0.065654862,-0.055958196,2,0,1,0,-0.253119132,-0.065654862,-0.055958196,2,0,0.999994605,5.40E-06,-0.253119132,-0.065654862,0.055958196
29,FZ245_E_paniculata,FZ245,paniculata,19,-5.368166667,-79.57561111,2045,2,0,1,0,0.353675329,0.099402667,2,0,1,0,0.353675329,-0.099402667,2,0,1,0,-0.353675329,-0.099402667,2,0,1,0,0.353675329,0.099402667,2,0,1,0,0.353675329,-0.099402667,2,0,1,0,0.251965354,-0.065426098,-0.055749009,2,0,1,0,-0.251965354,0.065426098,0.055749009,2,0,1,0,0.251965354,-0.065426098,-0.055749009,2,0,1,0,-0.251965354,-0.065426098,-0.055749009,2,0,0.999981188,1.88E-05,-0.251965354,-0.065426098,0.055749009
30,FZ247_E_paniculata,FZ247,paniculata,19,-5.370194444,-79.57591667,2068,2,0,1,0,0.353700414,0.099061156,2,0,1,0,0.353700414,-0.099061156,2,0,1,0,-0.353700414,-0.099061156,2,0,1,0,0.353700414,0.099061156,2,0,1,0,0.353700414,-0.099061156,2,0,1,0,0.252219019,-0.063676035,-0.055283853,2,0,1,0,-0.252219019,0.063676035,0.055283853,2,0,1,0,0.252219019,-0.063676035,-0.055283853,2,0,1,0,-0.252219019,-0.063676035,-0.055283853,2,0,0.999379475,0.000620525,-0.252219019,-0.063676035,0.055283853
31,FZ266_E_paniculata,FZ266,paniculata,19,-16.3,-67.8,3020,2,0,1,0,0.354190737,0.099741229,2,0,1,0,0.354190736,-0.099741229,2,0,1,0,-0.354190736,-0.099741229,2,0,1,0,0.354190736,0.099741229,2,0,1,0,0.354190737,-0.099741229,2,0,1,0,0.252377451,-0.066051441,-0.056565264,2,0,1,0,-0.252377451,0.066051441,0.056565264,2,0,1,0,0.252377451,-0.066051441,-0.056565264,2,0,1,0,-0.252377451,-0.066051441,-0.056565264,2,0,0.999980817,1.92E-05,-0.252377451,-0.066051441,0.056565264
32,FZ267_E_paniculata,FZ267,paniculata,19,-16.30833333,-67.81366667,2984,2,0,1,0,0.354330817,0.099072234,2,0,1,0,0.354330818,-0.099072234,2,0,1,0,-0.354330818,-0.099072234,2,0,1,0,0.354330817,0.099072234,2,0,1,0,0.354330817,-0.099072234,2,0,1,0,0.252734375,-0.065546001,-0.056218487,2,0,1,0,-0.252734375,0.065546001,0.056218487,2,0,1,0,0.252734375,-0.065546001,-0.056218487,2,0,1,0,-0.252734375,-0.065546001,-0.056218487,2,0,0.999991587,8.41E-06,-0.252734375,-0.065546001,0.056218487
33,FZ269_E_paniculata,FZ269,paniculata,19,-16.31508333,-67.81222222,2950,2,0,1,0,0.354183617,0.098689229,2,0,1,0,0.354183617,-0.098689229,2,0,1,0,-0.354183617,-0.098689229,2,0,1,0,0.354183617,0.098689229,2,0,1,0,0.354183617,-0.098689229,2,0,1,0,0.252899084,-0.06433006,-0.055775036,2,0,1,0,-0.252899084,0.06433006,0.055775036,2,0,1,0,0.252899084,-0.06433006,-0.055775036,2,0,1,0,-0.252899084,-0.06433006,-0.055775036,2,0,0.999962809,3.72E-05,-0.252899084,-0.06433006,0.055775036
34,FZ271_E_paniculata,FZ271,paniculata,19,-16.27555556,-67.79180556,2432,2,0,1,0,0.354283854,0.09934477,2,0,1,0,0.354283854,-0.09934477,2,0,1,0,-0.354283854,-0.09934477,2,0,1,0,0.354283854,0.09934477,2,0,1,0,0.354283854,-0.09934477,2,0,1,0,0.252367203,-0.06557194,-0.055816871,2,0,1,0,-0.252367203,0.06557194,0.055816871,2,0,1,0,0.252367203,-0.06557194,-0.055816871,2,0,1,0,-0.252367203,-0.06557194,-0.055816871,2,0,0.999991136,8.86E-06,-0.252367203,-0.06557194,0.055816871
35,FZ272_E_paniculata,FZ272,paniculata,19,-16.27638889,-67.79222222,2432,2,0,1,0,0.354259671,0.099281856,2,0,1,0,0.354259671,-0.099281855,2,0,1,0,-0.354259671,-0.099281855,2,0,1,0,0.354259671,0.099281855,2,0,1,0,0.354259671,-0.099281856,2,0,1,0,0.252753976,-0.065826505,-0.054931724,2,0,1,0,-0.252753976,0.065826505,0.054931724,2,0,1,0,0.252753976,-0.065826505,-0.054931724,2,0,1,0,-0.252753976,-0.065826505,-0.054931724,2,0,0.999992724,7.28E-06,-0.252753976,-0.065826505,0.054931724
36,JW11465_E_paniculata,JW11465,paniculata,19,-17.79277778,-64.71555556,2200,2,0,1,0,0.354239738,0.098844307,2,0,1,0,0.354239738,-0.098844307,2,0,1,0,-0.354239738,-0.098844307,2,0,1,0,0.354239738,0.098844307,2,0,1,0,0.354239738,-0.098844307,2,0,1,0,0.253278491,-0.066591058,-0.054634737,2,0,1,0,-0.253278491,0.066591058,0.054634737,2,0,1,0,0.253278491,-0.066591058,-0.054634737,2,0,1,0,-0.253278491,-0.066591058,-0.054634737,2,0,0.99998496,1.50E-05,-0.253278491,-0.066591058,0.054634737
44,FZ283_E_schreiteri,FZ283,schreiteri,29,-17.83813889,-65.44902778,2876,3,0,0,1,-0.01169051,-0.482880851,3,0,0,1,-0.01169051,0.482880851,3,0,0,1,0.01169051,0.482880851,3,0,0,1,-0.01169051,-0.482880851,3,0,0,1,-0.01169051,0.482880851,3,0,0,1,-0.030091567,0.343167484,-0.046915898,3,0,0,1,0.030091567,-0.343167484,0.046915898,3,0,0,1,-0.030091567,0.343167484,-0.046915898,3,0,0,1,0.030091567,0.343167484,-0.046915898,0,0,0,1,0.030091567,0.343167484,0.046915898
45,FZ284_E_schreiteri,FZ284,schreiteri,29,-17.83833333,-65.44902778,2876,3,0,0,1,-0.01201243,-0.482695488,3,0,0,1,-0.01201243,0.482695487,3,0,0,1,0.01201243,0.482695488,3,0,0,1,-0.01201243,-0.482695488,3,0,0,1,-0.01201243,0.482695488,3,0,0,1,-0.029348543,0.344294756,-0.04491447,3,0,0,1,0.029348543,-0.344294756,0.04491447,3,0,0,1,-0.029348543,0.344294756,-0.04491447,3,0,0,1,0.029348543,0.344294756,-0.04491447,0,0,0,1,0.029348543,0.344294756,0.04491447
46,FZ286_E_schreiteri,FZ286,schreiteri,29,-17.84027778,-65.45,2757,3,0,0,1,-0.011938769,-0.482518217,3,0,0,1,-0.011938769,0.482518217,3,0,0,1,0.011938769,0.482518217,3,0,0,1,-0.011938769,-0.482518217,3,0,0,1,-0.011938769,0.482518217,3,0,0,1,-0.029563954,0.344458625,-0.044397993,3,0,0,1,0.029563954,-0.344458625,0.044397993,3,0,0,1,-0.029563954,0.344458625,-0.044397993,3,0,0,1,0.029563954,0.344458625,-0.044397993,0,0,0,1,0.029563954,0.344458625,0.044397993
47,FZ312_E_schreiteri,FZ312,schreiteri,29,-17.73838889,-64.95744444,2814,3,0,0,1,-0.011086069,-0.482615491,3,0,0,1,-0.011086068,0.48261549,3,0,0,1,0.011086068,0.48261549,3,0,0,1,-0.011086068,-0.48261549,3,0,0,1,-0.011086069,0.482615491,3,0,0,1,-0.02988876,0.344438909,-0.046776654,3,0,0,1,0.02988876,-0.344438909,0.046776654,3,0,0,1,-0.02988876,0.344438909,-0.046776654,3,0,0,1,0.02988876,0.344438909,-0.046776654,0,0,0,1,0.02988876,0.344438909,0.046776654
48,FZ313_E_schreiteri,FZ313,schreiteri,29,-17.73861111,-64.9575,2885,3,0,0,1,-0.011369248,-0.482826501,3,0,0,1,-0.011369248,0.4828265,3,0,0,1,0.011369248,0.4828265,3,0,0,1,-0.011369248,-0.4828265,3,0,0,1,-0.011369248,0.4828265,3,0,0,1,-0.029569835,0.344313617,-0.045859818,3,0,0,1,0.029569835,-0.344313617,0.045859818,3,0,0,1,-0.029569835,0.344313617,-0.045859818,3,0,0,1,0.029569835,0.344313617,-0.045859818,0,0,0,1,0.029569835,0.344313617,0.045859818
49,FZ314_E_schreiteri,FZ314,schreiteri,29,-17.74319444,-64.97341667,2954,3,0,0,1,-0.01223288,-0.48300787,3,0,0,1,-0.01223288,0.48300787,3,0,0,1,0.01223288,0.48300787,3,0,0,1,-0.01223288,-0.48300787,3,0,0,1,-0.01223288,0.48300787,3,0,0,1,-0.029231144,0.344926671,-0.046731832,3,0,0,1,0.029231144,-0.344926671,0.046731832,3,0,0,1,-0.029231144,0.344926671,-0.046731832,3,0,0,1,0.029231144,0.344926671,-0.046731832,0,0,0,1,0.029231144,0.344926671,0.046731832
50,FZU10132A_E_schreiteri,FZU10132A,schreiteri,29,-24.8911111,-65.6755556,1625,3,0,0,1,-0.012004721,-0.483101708,3,0,0,1,-0.012004721,0.483101708,3,0,0,1,0.012004721,0.483101708,3,0,0,1,-0.012004721,-0.483101708,3,0,0,1,-0.012004721,0.483101708,3,0,0,1,-0.029529586,0.344889771,-0.044180772,3,0,0,1,0.029529586,-0.344889771,0.044180772,3,0,0,1,-0.029529586,0.344889771,-0.044180772,3,0,0,1,0.029529586,0.344889771,-0.044180772,0,0,0,1,0.029529586,0.344889771,0.044180772
51,FZU10272_E_schreiteri,FZU10272,schreiteri,29,-23.6483333,-64.9366666,1670,3,0,0,1,-0.011517872,-0.482615738,3,0,0,1,-0.011517872,0.482615738,3,0,0,1,0.011517872,0.482615738,3,0,0,1,-0.011517872,-0.482615738,3,0,0,1,-0.011517872,0.482615738,3,0,0,1,-0.029235564,0.345051608,-0.046516047,3,0,0,1,0.029235564,-0.345051608,0.046516047,3,0,0,1,-0.029235564,0.345051608,-0.046516047,3,0,0,1,0.029235564,0.345051608,-0.046516047,0,0,0,1,0.029235564,0.345051608,0.046516047
52,FZU10403_E_schreiteri,FZU10403,schreiteri,29,-21.4586111,-64.3383333,2050,3,0,0,1,-0.011609365,-0.483746248,3,0,0,1,-0.011609365,0.483746248,3,0,0,1,0.011609365,0.483746248,3,0,0,1,-0.011609365,-0.483746248,3,0,0,1,-0.011609365,0.483746248,3,0,0,1,-0.028806846,0.343366854,-0.044356342,3,0,0,1,0.028806846,-0.343366854,0.044356342,3,0,0,1,-0.028806846,0.343366854,-0.044356342,3,0,0,1,0.028806846,0.343366854,-0.044356342,0,0,0,1,0.028806846,0.343366854,0.044356342
53,NL58_E_schreiteri,NL58,schreiteri,29,-17.85777778,-64.62694444,1600,3,0,0,1,-0.011670112,-0.482121059,3,0,0,1,-0.011670112,0.48212106,3,0,0,1,0.011670112,0.48212106,3,0,0,1,-0.011670112,-0.482121059,3,0,0,1,-0.011670112,0.482121059,3,0,0,1,-0.028382874,0.345471904,-0.045122545,3,0,0,1,0.028382874,-0.345471904,0.045122545,3,0,0,1,-0.028382874,0.345471904,-0.045122545,3,0,0,1,0.028382874,0.345471904,-0.045122545,0,0,0,1,0.028382874,0.345471904,0.045122545
