MolecularSampleName,group1,group2
AN414_E_pendula_Plate3,1,0
FZ206_E_pendula_Plate1,1,0
FZ207_E_pendula_Plate3,1,0
FZ227_E_pendula_Plate3,1,0
FZ228_E_pendula_Plate3,1,0
FZ230_E_pendula_Plate3,1,0
FZ231_E_pendula_Plate3,1,0
FZ235_E_pendula_Plate3,1,0
FZ244_E_pendula_Plate3,1,0
FZ90_E_pendula_Plate3,1,0
FZ186_E_herrerae_Plate1,0,1
FZ187_E_herrerae_Plate3,0,1
FZ188_E_herrerae_Plate3,0,1
FZ189_E_herrerae_Plate3,0,1
FZ190_E_herrerae_Plate1,0,1
